title,description,reviews,ratings
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Cooling is zabardast and overall nice product.READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Nice product 👍👍READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",very good and fast cooling  all looks goodREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Superb Performance but a bit noisy.READ MORE,3
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","When compared to the Whirlpool and Daikin, taking too long to cool the room. Not much recommend to purchase the Blue Star ACREAD MORE",1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",It is a very bad product.its failure is too often and don't work properlyREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",not   well  coolingREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Good colling all over is goodREAD MORE,4
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","Good product.new design cooling fast,fastest delivery., But installation is 2days late for after deliveryREAD MORE",5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Good to go!!!READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",I'm really satisfied with the product.Pros.1. Awesome cooling2. Noise levels are low3. The service team are good. You can log any compliant in the app itself and they resolve it very very fast.4. Remote has all functionsCons1. Remote buttons are not backlit2. Left right swing is not motorized. We have to manually adjust it every time.READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Everything is good if you need only comfort then go for it best for small size rooms Upto 100 sq ftREAD MORE,4
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Worst ac I have purchased not cooling after 1month laterREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Awesome product.value for money 💰 i have  use this 1.5 ton 3 star since 20 days... Nd it's colling capacity is very good nd it's new features are very awesome.. it's Indore has no noise nd also it's outdoor is smooth... It is value for money 💵 and it is very goodREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","Awesome cooling, performance is really appreciable. Best AC in the segment and at this price range.READ MORE",5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Flipkart is a cheap ..don't buy products..they play cheap tricksREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","Product was delivered in great time and perfect condition. Installation was carried out by Blue Star the next day. Since it was a replacement and we had gotten the old AC out already, it was a quick installation. Been using it since last October in a large room (160 sq ft) but we only need it to cool a certain area for short periods of time as the room is occupied by our cats. It does the job perfectly well and could easily be your choice for a 10*10 or even 10*12 room.READ MORE",5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Display is not workingREAD MORE,2
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Just go for it guys extremely good product. I promise u will not disappointREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Disappointed with this product.READ MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Just go for itREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Great product. Loved it.READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Installation is very bad and costly cooling is good very Basic design and functionalityREAD MORE,3
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",My humble request please don't buy this product..I bought it on 2023 may 11...It cools like a cooler l.. Totally waste of money..After installation how can I return.... Please don't buy blustar productREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Very bad product highly disappointed not getting cool and after 3 months only got problem with this don't go for itREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Guys my sincere review please don't go with bluestar i would deeply suggest lg 1.5 ton 3 star rather buying bluestar . Blue star making more noise and taking longer time to cool also even when in room temperature indoor fan keep running with heavy noiseREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","Blue star Ac , not even chilled 10/10 room , installation of ac will be late , service are bad , Not solve my problem 20 days , Facing problem, waste of money, Dont buy, even Flipkart also not helpREAD MORE",1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Very good productInstallation was superbREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Value for money.READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Good quality product value for moneyREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Overall fantasticREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","Using this product for the last 3 weeks now, working well and cooling is good. Hope it works well in the long run as well.READ MORE",4
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Very good Air conditioning.. I am happy to purchase it.. Blue star is really good👍👍👍.READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Excellent cooling. Even at 25 degrees it chills the room quite fastREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","Good product, met expectationsREAD MORE",4
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Its a best ac for ever🥰.Im happy with this product.READ MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ","Definitely a great ac for the price, thanks to flipkart for great offer and bluestar service team did good work, i paid 700 for installation and stand 850, other accessory 500 approxREAD MORE",4
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Ordered  1.5 ton 3star split inverter ac .After 2 week of installation  its start making weird noises at certain intervals  . Its cooling is not even good at 16 also .READ MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Product is good but customer service is the worstREAD MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Very nice product Worth for moneyDelivery in 1 day and installation same dayDelivery boy is also goodREAD MORE,5
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Cooling problem...Plz don't buy this product....This AC work like a fan....It's a horrible experience...READ MORE,1
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Good product good coolingREAD MORE,4
"Blue Star Convertible 5 in 1 Cooling 2023 Model 1.5 Ton 3 Star Split Inverter Multi Sensors, Stabalizer Free Operation, Self Diagnosis, Dust Filter AC  - White  (IA318FNU, Copper Condenser)","Experience cool and comfortable cooling all year with the Turbo Cool Mode, where you can instantly adjust the cooling based on your demands. The Energy Saving Eco mode can save tremendously on your ever-increasing electricity bills. With the 5-in-1 convertible cooling system, you can now relax in any climate. This stabiliser-free AC with 100% copper coils offers increased performance, providing you with quiet and peaceful sleep. You can also prevent any fault in the AC with the self-diagnosis attribute. ",Initial impressions are good.READ MORE,5
